"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"182",NA,NA,"100 000 Ft/hó",NA,"Aranyvirág sétány 5"," IX. kerület","27 m² terület","1 szoba",NA
"183",NA,NA,"130 000 Ft/hó",NA,"Gyöngyös",NA,"70 m² terület","2 szoba",NA
"184",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","300 000 Ft/hó",NA,"Fillér utca, II. kerület",NA,NA
"185","Új építésű",NA,"210 000 Ft/hó",NA,"Mura utca"," XIII. kerület","42 m² terület","2 szoba","11 m² erkély"
"186","Új építésű",NA,"240 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","43 m² terület","2 szoba","6 m² erkély"
"187",NA,NA,"120 000 Ft/hó",NA,"Izabella utca 28"," VII. kerület","28 m² terület","1 szoba",NA
"188","Új építésű",NA,"250 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","49 m² terület","2 szoba","6 m² erkély"
"189",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","139 000 Ft/hó",NA,"Torontál utca, XIV. kerület",NA,NA
"190",NA,NA,"145 000 Ft/hó",NA,"Nagy Diófa utca 18"," VII. kerület","37 m² terület","2 szoba",NA
"191","Új építésű",NA,"300 000 Ft/hó",NA,"Óbuda - Filatorigát"," III. kerület","81 m² terület","3 szoba","11 m² erkély"
"192","Videó elérhető",NA,"140 000 Ft/hó",NA,"Batthyány utca"," Debrecen","45 m² terület","2 szoba",NA
"193",NA,NA,"230 000 Ft/hó",NA,"Ilka utca"," XIV. kerület","100 m² terület","3 szoba",NA
"194",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","115 000 Ft/hó",NA,"Gyöngyösi utca 22, Debrecen",NA,NA
"195",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Lajos utca 49., III. kerület",NA,NA
"196",NA,NA,"120 000 Ft/hó",NA,"Vörösmarty utca 5."," VII. kerület","48 m² terület","1 szoba",NA
"197",NA,NA,"110 000 Ft/hó",NA,"Virág utca"," IV. kerület","35 m² terület","1 + 1 fél szoba",NA
"198",NA,NA,"290 000 Ft/hó",NA,"Sas utca 1"," V. kerület","55 m² terület","1 + 1 fél szoba",NA
"199",NA,NA,"110 000 Ft/hó",NA,"Nagy László utca"," Veszprém","41 m² terület","1 + 1 fél szoba","3 m² erkély"
"200",NA,NA,"300 000 Ft/hó",NA,"Gépész utca"," Érd","110 m² terület","4 szoba",NA
"201",NA,NA,"115 000 Ft/hó",NA,"Várpalota"," Tésidomb","59 m² terület","2 szoba","4 m² erkély"
"202","Új építésű",NA,"235 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","43 m² terület","2 szoba","20 m² erkély"
"203",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Neptun utca, XV. kerület",NA,NA
"204",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Szűrcsapó utca, Szombathely",NA,NA
"205","Új építésű",NA,"330 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","63 m² terület","3 szoba","8 m² erkély"
"206",NA,NA,"1 800 000 Ft/hó",NA,"Táncsics Mihály utca"," I. kerület","310 m² terület","5 szoba","15 m² erkély"
"207",NA,NA,"130 000 Ft/hó",NA,"Ilka utca"," XIV. kerület","35 m² terület","1 szoba",NA
"208",NA,NA,"135 000 Ft/hó",NA,"Mecset utca"," II. kerület","37 m² terület","2 szoba",NA
"209","Új építésű",NA,"330 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","74 m² terület","3 szoba","11 m² erkély"
"210",NA,NA,"105 000 Ft/hó",NA,"Száva utca"," X. kerület","37 m² terület","1 szoba",NA
"211",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Erkel Ferenc körút 25, Százhalombatta",NA,NA
"212","Csak szoba",NA,"80 000 Ft/hó",NA,"Kertész utca 42-44"," VII. kerület","70 m² terület","2 szoba",NA
"213",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Vágóhíd utca, XXI. kerület",NA,NA
"214",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","60 000 Ft/hó",NA,"Bekecs utca, XVI. kerület",NA,NA
"215",NA,NA,"110 000 Ft/hó",NA,"Béke tér"," Esztergom","58 m² terület","2 szoba","3 m² erkély"
"216",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","195 000 Ft/hó",NA,"Kígyó utca 7., Veszprém",NA,NA
"217",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Csertő utca, XIV. kerület",NA,NA
"218","Új építésű",NA,"240 000 Ft/hó",NA,"Király utca"," VI. kerület","52 m² terület","2 szoba",NA
"219","Új építésű",NA,"250 000 Ft/hó",NA,"Király utca"," VI. kerület","57 m² terület","3 szoba",NA
"220",NA,NA,"80 000 Ft/hó",NA,"Endresz György utca"," Pécs","40 m² terület","1 szoba",NA
"221","Csak szoba",NA,"45 000 Ft/hó",NA,"Fegyvernek utca"," XI. kerület","10 m² terület","0 + 1 fél szoba",NA
"222",NA,NA,"80 000 Ft/hó",NA,"Szarvas"," Városközpont","78 m² terület","3 szoba","8 m² erkély"
"223",NA,NA,"110 000 Ft/hó",NA,"Napfény utca 14"," IX. kerület","27 m² terület","1 szoba",NA
"224",NA,NA,"110 000 Ft/hó",NA,"Erzsébet királyné útja"," XIV. kerület","40 m² terület","1 szoba",NA
"225",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Petőfi tér, Debrecen",NA,NA
"226",NA,NA,"190 000 Ft/hó",NA,"Bartók Béla út"," XI. kerület","65 m² terület","3 szoba","6 m² erkély"
"227",NA,NA,"80 000 Ft/hó",NA,"Garay utca"," Pécs","35 m² terület","1 szoba","2 m² erkély"
"228","Új építésű",NA,"290 000 Ft/hó",NA,"Bartl János utca"," XIV. kerület","79 m² terület","3 szoba","26 m² erkély"
"229",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","135 000 Ft/hó",NA,"Kós Károly utca, Tatabánya",NA,NA
"230",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Keszthelyi utca, Tata",NA,NA
"231",NA,NA,"100 000 Ft/hó",NA,"Űrhajós utca"," Szeged","53 m² terület","2 szoba","3 m² erkély"
"232",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Május 1. utca, Alsóörs",NA,NA
"233",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Apály utca, XIII. kerület",NA,NA
"234",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Május 1. utca, Alsóörs",NA,NA
"235",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Rökk Szilárd utca, VIII. kerület",NA,NA
"236",NA,NA,"60 000 Ft/hó",NA,"Ózdi út"," Bátonyterenye","40 m² terület","1 szoba",NA
"237",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Piac utca 40, Debrecen",NA,NA
"238",NA,NA,"200 000 Ft/hó",NA,"Lőportár utca"," XIII. kerület","50 m² terület","2 szoba","5 m² erkély"
"239",NA,NA,"200 000 Ft/hó",NA,"Lőportár utca"," XIII. kerület","50 m² terület","2 szoba","5 m² erkély"
"240",NA,NA,"249 000 Ft/hó",NA,"Petőfi tér"," V. kerület","87 m² terület","2 szoba","2 m² erkély"
"241",NA,NA,"249 000 Ft/hó",NA,"Petőfi tér"," V. kerület","87 m² terület","2 szoba","2 m² erkély"
"242",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","210 000 Ft/hó",NA,"Simonyi út, Debrecen",NA,NA
"243",NA,NA,"100 000 Ft/hó",NA,"Zsálya utca 55"," XIV. kerület","46 m² terület","1 + 1 fél szoba",NA
"244",NA,NA,"440 000 Ft/hó",NA,"Gellérthegy"," XI. kerület","86 m² terület","3 szoba","6 m² erkély"
"245",NA,NA,"440 000 Ft/hó",NA,"Gellérthegy"," XI. kerület","86 m² terület","3 szoba","6 m² erkély"
"246",NA,NA,"150 000 Ft/hó",NA,"Debrecen",NA,"38 m² terület","2 szoba","1.23 m² erkély"
"247",NA,NA,"150 000 Ft/hó",NA,"Debrecen",NA,"37 m² terület","2 szoba","4.88 m² erkély"
"248",NA,NA,"150 000 Ft/hó",NA,"Reitter Ferenc utca"," XIII. kerület","38 m² terület","1 szoba","2 m² erkély"
"249",NA,NA,"460 000 Ft/hó",NA,"Törökvész"," II. kerület","130 m² terület","4 szoba","10 m² erkély"
"250",NA,NA,"175 000 Ft/hó",NA,"Németvölgy"," XII. kerület","50 m² terület","2 szoba","4 m² erkély"
"251",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Ciklámen utca, Zalaegerszeg",NA,NA
"252",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Kárpát utca, XIII. kerület",NA,NA
"253",NA,NA,"110 000 Ft/hó",NA,"Haller utca"," IX. kerület","35 m² terület","1 szoba",NA
"254",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Botond utca, Kecskemét",NA,NA
"255",NA,NA,"95 000 Ft/hó",NA,"Kecskemét"," Belváros","34 m² terület","1 szoba",NA
"256",NA,NA,"180 000 Ft/hó",NA,"Kecskemét"," Belváros","140 m² terület","4 szoba",NA
"257",NA,NA,"140 000 Ft/hó",NA,"Hungária utca"," Pécs","55 m² terület","3 + 1 fél szoba","4 m² erkély"
"258",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","160 000 Ft/hó",NA,"Beregszász út, XI. kerület",NA,NA
"259",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","190 000 Ft/hó",NA,"Ady Endre utca, Budaörs",NA,NA
"260",NA,NA,"200 000 Ft/hó",NA,"Róbert Károly körút"," XIII. kerület","52 m² terület","2 szoba","11 m² erkély"
"261",NA,NA,"80 000 Ft/hó",NA,"Munkás utca"," VII. kerület","30 m² terület","1 szoba",NA
"262",NA,NA,"179 000 Ft/hó",NA,"Viola utca"," IX. kerület","60 m² terület","2 szoba","6 m² erkély"
"263",NA,NA,"55 000 Ft/hó",NA,"Sugár út 1"," Nagykanizsa","37 m² terület","1 szoba",NA
"264",NA,NA,"100 000 Ft/hó",NA,"Szérűskert utca"," III. kerület","28 m² terület","1 szoba",NA
"265",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Pozsonyi köz, Kistarcsa",NA,NA
"266",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","135 000 Ft/hó",NA,"Gyermekliget utca 48 / A, Veresegyház",NA,NA
"267",NA,NA,"180 000 Ft/hó",NA,"Kossuth Lajos utca"," V. kerület","56 m² terület","2 szoba",NA
"268",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Bajcsy-Zsilinszky utca, Siófok",NA,NA
"269",NA,NA,"180 000 Ft/hó",NA,"Ulászló utca"," XI. kerület","56 m² terület","1 + 1 fél szoba","3 m² erkély"
"270",NA,NA,"140 000 Ft/hó",NA,"Mihálkovics utca 10"," IX. kerület","52 m² terület","2 szoba","7 m² erkély"
"271","Új építésű"," Háziállat megengedett","260 000 Ft/hó",NA,"Fischer István utca"," XIV. kerület","77 m² terület","3 szoba","15 m² erkély"
"272",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Petőfi tér 10, Debrecen",NA,NA
"273",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Haller utca, IX. kerület",NA,NA
"274",NA,NA,"250 000 Ft/hó",NA,"Garda utca"," XI. kerület","47 m² terület","2 szoba","11 m² erkély"
"275",NA,NA,"120 000 Ft/hó",NA,"Nefelejcs utca"," VII. kerület","31 m² terület","1 szoba",NA
"276",NA,NA,"125 000 Ft/hó",NA,"Soroksári út"," IX. kerület","40 m² terület","1 + 1 fél szoba",NA
"277",NA,NA,"130 000 Ft/hó",NA,"Kiss Ernő utca"," Nyíregyháza","95 m² terület","3 szoba","6 m² erkély"
"278",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Zrínyi utca, Balatonboglár",NA,NA
"279",NA,NA,"40 000 Ft/hó",NA,"Soroksári út"," IX. kerület","19 m² terület","1 szoba",NA
"280","Videó elérhető",NA,"150 000 Ft/hó",NA,"Székesfehérvár"," Íróutcák","65 m² terület","1 + 2 fél szoba","2 m² erkély"
"281",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Patkó utca 5, Budaörs",NA,NA
"282",NA,NA,"118 000 Ft/hó",NA,"Távírda utca"," Székesfehérvár","50 m² terület","1 + 1 fél szoba",NA
"283",NA,NA,"65 000 Ft/hó",NA,"Döbönkútdűlő"," Esztergom","15 m² terület","1 szoba",NA
"284",NA,NA,"299 000 Ft/hó",NA,"Városház utca"," V. kerület","110 m² terület","3 szoba",NA
"285",NA,NA,"100 000 Ft/hó",NA,"Síp utca"," Nyíregyháza","61 m² terület","1 + 2 fél szoba","6 m² erkély"
"286",NA,NA,"130 000 Ft/hó",NA,"Kecskemét"," Petőfiváros","71 m² terület","3 szoba",NA
"287","Új építésű",NA,"155 000 Ft/hó",NA,"Törökverő út"," XI. kerület","40 m² terület","1 + 1 fél szoba",NA
"288",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Szalézi út 8, Esztergom",NA,NA
"289",NA,NA,"80 000 Ft/hó",NA,"Polgár"," Városközpont","58 m² terület","1 + 2 fél szoba","7 m² erkély"
"290",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Batthyány utca, XXII. kerület",NA,NA
"291",NA,NA,"145 000 Ft/hó",NA,"Szentmihályi út"," XIV. kerület","46 m² terület","1 + 1 fél szoba",NA
"292",NA,NA,"200 000 Ft/hó",NA,"Batthyány utca"," Debrecen","93 m² terület","3 szoba","6 m² erkély"
"293",NA,NA,"180 000 Ft/hó",NA,"Egyetem sugárút"," Debrecen","71 m² terület","3 szoba","10 m² erkély"
"294",NA,NA,"150 000 Ft/hó",NA,"Barna utca"," Debrecen","43 m² terület","1 szoba",NA
"295",NA,NA,"140 000 Ft/hó",NA,"Hungária körút"," XIV. kerület","27 m² terület","1 szoba","16 m² erkély"
"296",NA,NA,"80 000 Ft/hó",NA,"Akadémia körút"," Kecskemét","54 m² terület","2 szoba",NA
"297",NA,NA,"115 000 Ft/hó",NA,"Faraktár utca"," Debrecen","43 m² terület","1 szoba",NA
"298",NA,NA,"150 000 Ft/hó",NA,"Örösi út"," Tiszaújváros","55 m² terület","2 szoba","4 m² erkély"
"299",NA,NA,"180 000 Ft/hó",NA,"Izabella utca"," VI. kerület","70 m² terület","2 szoba",NA
"300",NA,NA,"250 000 Ft/hó",NA,"Benczúr utca"," VI. kerület","55 m² terület","2 szoba",NA
"301",NA,NA,"130 000 Ft/hó",NA,"Ispotály utca"," Debrecen","56 m² terület","1 szoba",NA
"302",NA,NA,"115 000 Ft/hó",NA,"Bethlen utca"," Debrecen","53 m² terület","1 szoba",NA
"303",NA,NA,"220 000 Ft/hó",NA,"Antall József utca"," Debrecen","70 m² terület","2 szoba","6 m² erkély"
"304",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Erkel Ferenc körút 25, Százhalombatta",NA,NA
"305",NA,NA,"170 000 Ft/hó",NA,"Béke utca"," XIII. kerület","49 m² terület","2 szoba","4 m² erkély"
"306",NA,NA,"125 000 Ft/hó",NA,"Füredi út"," Debrecen","35 m² terület","1 szoba",NA
"307",NA,NA,"110 000 Ft/hó",NA,"Kossuth utca"," Debrecen","64 m² terület","2 szoba","6 m² erkély"
"308",NA,NA,"270 000 Ft/hó",NA,"Böszörményi út"," Debrecen","85 m² terület","2 szoba","40 m² erkély"
"309",NA,NA,"180 000 Ft/hó",NA,"Kishegyesi út"," Debrecen","75 m² terület","3 szoba","6 m² erkély"
"310",NA,NA,"249 000 Ft/hó",NA,"Józsefváros - Palotanegyed"," VIII. kerület","74 m² terület","2 + 1 fél szoba",NA
"311","Videó elérhető",NA,"130 000 Ft/hó",NA,"Bem tér"," Debrecen","54 m² terület","1 szoba",NA
"312",NA,NA,"130 000 Ft/hó",NA,"Domokos Lajos utca"," Debrecen","47 m² terület","1 szoba",NA
"313",NA,NA,"120 000 Ft/hó",NA,"Rumbach Sebestyén utca"," VII. kerület","35 m² terület","1 szoba",NA
"314",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Radnóti Miklós utca, XIII. kerület",NA,NA
"315",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Tavasz utca, Dunaújváros",NA,NA
"316",NA,NA,"100 000 Ft/hó",NA,"II. Rákóczi Ferenc utca"," Eger","54 m² terület","2 szoba","6 m² erkély"
"317",NA,NA,"150 000 Ft/hó",NA,"Futár utca"," XIII. kerület","70 m² terület","2 + 1 fél szoba","4 m² erkély"
"318",NA,NA,"95 000 Ft/hó",NA,"Erzsébetfalva"," XX. kerület","32 m² terület","1 szoba",NA
"319",NA,NA,"100 000 Ft/hó",NA,"Dózsa György utca"," Debrecen","43 m² terület","1 szoba",NA
"320","Videó elérhető",NA,"180 000 Ft/hó",NA,"Lehel utca"," Debrecen","56 m² terület","3 szoba","6 m² erkély"
"321",NA,NA,"130 000 Ft/hó",NA,"Füredi út"," Debrecen","43 m² terület","1 szoba",NA
"322",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","95 000 Ft/hó",NA,"Árpád út 14, Győr",NA,NA
"323",NA,NA,"150 000 Ft/hó",NA,"Szabó Lőrinc utca"," Debrecen","40 m² terület","1 szoba",NA
"324",NA,NA,"115 000 Ft/hó",NA,"Piac utca"," Debrecen","33 m² terület","1 szoba",NA
"325",NA,NA,"159 000 Ft/hó",NA,"Szabó Lőrinc utca"," Debrecen","40 m² terület","1 szoba",NA
"326",NA,NA,"149 000 Ft/hó",NA,"Szomolnok utca"," III. kerület","38 m² terület","1 + 1 fél szoba",NA
"327",NA,NA,"45 000 Ft/hó",NA,"Kishegyesi út"," Debrecen","12 m² terület","2 szoba","3 m² erkély"
"328",NA,NA,"120 000 Ft/hó",NA,"Derék utca"," Debrecen","64 m² terület","3 szoba",NA
"329",NA,NA,"150 000 Ft/hó",NA,"Herman Ottó utca"," Pécs","60 m² terület","2 szoba","15 m² erkély"
"330",NA,NA,"145 000 Ft/hó",NA,"Széchenyi utca 6/b"," Siófok","61 m² terület","2 szoba",NA
